Order,Long,Lat
19983,-71.024032,-36.647884
19982,-71.022565,-36.657271
19981,-71.024032,-36.663138
19980,-71.027552,-36.669299
19979,-71.046327,-36.688954
19978,-71.048673,-36.693941
19977,-71.052194,-36.696287
19976,-71.056887,-36.697461
19975,-71.068035,-36.698341
19974,-71.073022,-36.696287
19973,-71.075075,-36.68778
19972,-71.083583,-36.667539
19971,-71.088276,-36.660792
19970,-71.098544,-36.658151
19969,-71.103531,-36.659325
19968,-71.112038,-36.663725
19967,-71.114971,-36.689247
19966,-71.113798,-36.692767
19965,-71.114971,-36.716529
19964,-71.119372,-36.742931
19963,-71.125532,-36.769039
19962,-71.127586,-36.794268
19961,-71.131106,-36.807762
19960,-71.138733,-36.81803
19959,-71.14372,-36.823017
19958,-71.150174,-36.82683
19957,-71.156628,-36.82859
19956,-71.165135,-36.833577
19955,-71.169829,-36.839444
19954,-71.170709,-36.845018
19953,-71.169535,-36.856459
19952,-71.167482,-36.862326
19951,-71.164842,-36.86614
19950,-71.162495,-36.86702
19949,-71.142253,-36.861153
19948,-71.133159,-36.862033
19947,-71.131399,-36.863499
19946,-71.128172,-36.870247
19945,-71.131399,-36.883154
19944,-71.137266,-36.894302
19943,-71.139907,-36.906623
19942,-71.139613,-36.91161
19941,-71.136386,-36.916597
19940,-71.122305,-36.925984
19939,-71.109691,-36.931264
19938,-71.106758,-36.934785
19937,-71.104997,-36.939772
19936,-71.106758,-36.944172
19935,-71.106171,-36.954146
19934,-71.113211,-36.96852
19933,-71.122305,-36.972334
19932,-71.1358,-36.972627
19931,-71.161908,-36.964413
19930,-71.166602,-36.960306
19929,-71.176576,-36.958546
19928,-71.185377,-36.958546
19927,-71.196817,-36.960893
19926,-71.202684,-36.963533
19925,-71.205911,-36.967934
19924,-71.206205,-36.975268
19923,-71.204445,-36.978201
19922,-71.19359,-36.984068
19921,-71.18479,-36.985535
19920,-71.177163,-36.984948
19919,-71.155748,-36.999909
19918,NA,NA
19917,-72.993026,-36.718289
19916,-72.99244,-36.718876
19915,-72.990973,-36.718876
19914,-72.989506,-36.717409
19913,-72.990093,-36.717116
19912,-72.991853,-36.717116
19911,-72.993026,-36.718289
19910,NA,NA
19909,-72.979532,-36.655805
19908,-72.978359,-36.656978
19907,-72.978065,-36.656685
19906,-72.978065,-36.654338
19905,-72.978359,-36.653751
19904,-72.979239,-36.653751
19903,-72.979532,-36.654338
19902,-72.979532,-36.655805
19901,NA,NA
19900,-72.829628,-36.153289
19899,-72.828454,-36.154755
19898,-72.827574,-36.154755
19897,-72.826108,-36.153289
19896,-72.827574,-36.152115
19895,-72.828454,-36.152115
19894,-72.829628,-36.153289
19893,NA,NA
19892,-72.980412,-36.689247
19891,-72.979239,-36.69042
19890,-72.978359,-36.69042
19889,-72.978065,-36.690127
19888,-72.978065,-36.689247
19887,-72.979239,-36.688074
19886,-72.980119,-36.68778
19885,-72.980412,-36.688367
19884,-72.980412,-36.689247
19883,NA,NA
19882,-72.780344,-35.999864
19881,-72.779758,-36.000744
19880,-72.779464,-36.005145
19879,-72.778878,-36.005731
19878,-72.778878,-36.009252
19877,-72.780051,-36.010425
19876,-72.781811,-36.010425
19875,-72.782985,-36.011598
19874,-72.782985,-36.013358
19873,-72.783865,-36.014239
19872,-72.783865,-36.016585
19871,-72.782985,-36.017465
19870,-72.782985,-36.021572
19869,-72.782104,-36.022452
19868,-72.782104,-36.024213
19867,-72.781224,-36.025093
19866,-72.781224,-36.02832
19865,-72.780344,-36.0292
19864,-72.780344,-36.037414
19863,-72.781224,-36.038294
19862,-72.781224,-36.039174
19861,-72.783865,-36.041814
19860,-72.783865,-36.044161
19859,-72.785038,-36.045334
19858,-72.788265,-36.045334
19857,-72.789732,-36.046801
19856,-72.789732,-36.047388
19855,-72.788852,-36.048268
19854,-72.789732,-36.049148
19853,-72.789732,-36.057655
19852,-72.790318,-36.058242
19851,-72.790318,-36.060882
19850,-72.791198,-36.061762
19849,-72.791198,-36.064109
19848,-72.792079,-36.064989
19847,-72.792079,-36.066749
19846,-72.792959,-36.067629
19845,-72.792959,-36.068216
19844,-72.793839,-36.069096
19843,-72.793839,-36.069976
19842,-72.795305,-36.071736
19841,-72.795599,-36.072616
19840,-72.798239,-36.07555
19839,-72.799119,-36.07555
19838,-72.799999,-36.07467
19837,-72.801759,-36.07467
19836,-72.802639,-36.07555
19835,-72.803226,-36.07467
19834,-72.807626,-36.07467
19833,-72.80792,-36.074963
19832,-72.80792,-36.075843
19831,-72.808506,-36.076136
19830,-72.809973,-36.076136
19829,-72.811733,-36.077896
19828,-72.812613,-36.077896
19827,-72.812907,-36.07819
19826,-72.811147,-36.07995
19825,-72.811147,-36.08171
19824,-72.813787,-36.084057
19823,-72.813787,-36.085817
19822,-72.814667,-36.086697
19821,-72.813787,-36.087577
19820,-72.816134,-36.089924
19819,-72.815547,-36.090804
19818,-72.81584,-36.091391
19817,-72.81672,-36.091391
19816,-72.817014,-36.091684
19815,-72.81672,-36.092271
19814,-72.81584,-36.091977
19813,-72.815547,-36.092564
19812,-72.815547,-36.094911
19811,-72.814667,-36.095791
19810,-72.814667,-36.099311
19809,-72.813787,-36.099898
19808,-72.813787,-36.101658
19807,-72.812907,-36.102538
19806,-72.812907,-36.104885
19805,-72.812027,-36.105765
19804,-72.812027,-36.109285
19803,-72.811147,-36.109872
19802,-72.81144,-36.111632
19801,-72.81056,-36.112512
19800,-72.81056,-36.115152
19799,-72.80968,-36.115739
19798,-72.80968,-36.119259
19797,-72.8088,-36.120139
19796,-72.8088,-36.120726
19795,-72.80792,-36.121606
19794,-72.80792,-36.123366
19793,-72.80704,-36.124246
19792,-72.80704,-36.126593
19791,-72.80792,-36.127473
19790,-72.80792,-36.130114
19789,-72.80704,-36.1307
19788,-72.80704,-36.13334
19787,-72.80616,-36.13422
19786,-72.80616,-36.139208
19785,-72.80704,-36.140088
19784,-72.80704,-36.141554
19783,-72.80792,-36.142434
19782,-72.80792,-36.145075
19781,-72.8088,-36.145955
19780,-72.8088,-36.155929
19779,-72.80968,-36.156809
19778,-72.80968,-36.161796
19777,-72.81056,-36.162676
19776,-72.81056,-36.165903
19775,-72.811147,-36.166783
19774,-72.811147,-36.167663
19773,-72.812027,-36.16825
19772,-72.812027,-36.16913
19771,-72.812907,-36.17001
19770,-72.812907,-36.17089
19769,-72.813787,-36.17177
19768,-72.813787,-36.172357
19767,-72.814667,-36.173237
19766,-72.814667,-36.174997
19765,-72.815547,-36.175877
19764,-72.815547,-36.176757
19763,-72.8176,-36.17881
19762,-72.81848,-36.17881
19761,-72.818774,-36.178224
19760,-72.818774,-36.177637
19759,-72.819947,-36.17617
19758,-72.820827,-36.17617
19757,-72.821414,-36.176757
19756,-72.821414,-36.178224
19755,-72.820534,-36.179104
19754,-72.821121,-36.179984
19753,-72.821121,-36.187611
19752,-72.822587,-36.188784
19751,-72.823467,-36.188784
19750,-72.823761,-36.189078
19749,-72.823761,-36.191718
19748,-72.824348,-36.192011
19747,-72.824934,-36.192011
19746,-72.825521,-36.192598
19745,-72.825521,-36.193185
19744,-72.824641,-36.194065
19743,-72.824641,-36.196705
19742,-72.823761,-36.197585
19741,-72.823761,-36.203452
19740,-72.822881,-36.204332
19739,-72.822881,-36.204919
19738,-72.822001,-36.205799
19737,-72.822001,-36.209026
19736,-72.821414,-36.209906
19735,-72.821121,-36.211666
19734,-72.820534,-36.212546
19733,-72.820534,-36.214893
19732,-72.819654,-36.215773
19731,-72.819654,-36.21988
19730,-72.818774,-36.22076
19729,-72.818774,-36.2234
19728,-72.817894,-36.22428
19727,-72.817894,-36.227507
19726,-72.817014,-36.228387
19725,-72.817307,-36.233374
19724,-72.816427,-36.234254
19723,-72.816134,-36.238361
19722,-72.815547,-36.239241
19721,-72.815547,-36.242468
19720,-72.814667,-36.243348
19719,-72.814667,-36.245108
19718,-72.813787,-36.245695
19717,-72.813787,-36.250095
19716,-72.812907,-36.250976
19715,-72.812907,-36.253322
19714,-72.812027,-36.254202
19713,-72.812027,-36.259189
19712,-72.811147,-36.26007
19711,-72.812027,-36.26095
19710,-72.812027,-36.262416
19709,-72.812907,-36.263296
19708,-72.812027,-36.264176
19707,-72.812027,-36.275031
19706,-72.813787,-36.276791
19705,-72.813787,-36.279138
19704,-72.814667,-36.280018
19703,-72.814667,-36.280898
19702,-72.815547,-36.281778
19701,-72.815547,-36.282658
19700,-72.816134,-36.283245
19699,-72.816427,-36.289112
19698,-72.817014,-36.289992
19697,-72.817014,-36.290872
19696,-72.818774,-36.292632
19695,-72.818774,-36.293219
19694,-72.819654,-36.294099
19693,-72.819654,-36.295859
19692,-72.819947,-36.296152
19691,-72.820827,-36.296152
19690,-72.821414,-36.296739
19689,-72.821414,-36.298206
19688,-72.823761,-36.300846
19687,-72.823761,-36.301726
19686,-72.824641,-36.302606
19685,-72.824641,-36.305833
19684,-72.826401,-36.307593
19683,-72.826401,-36.30906
19682,-72.830508,-36.31346
19681,-72.830508,-36.314047
19680,-72.831388,-36.314927
19679,-72.830508,-36.315807
19678,-72.831388,-36.316687
19677,-72.831388,-36.317567
19676,-72.831975,-36.318447
19675,-72.831975,-36.319327
19674,-72.832855,-36.319914
19673,-72.832855,-36.320794
19672,-72.833735,-36.321674
19671,-72.833735,-36.322554
19670,-72.835495,-36.324021
19669,-72.835495,-36.324901
19668,-72.835788,-36.325488
19667,-72.836668,-36.325488
19666,-72.837548,-36.326368
19665,-72.838429,-36.326368
19664,-72.839602,-36.327541
19663,-72.839602,-36.329301
19662,-72.841949,-36.331648
19661,-72.842242,-36.333408
19660,-72.842829,-36.334288
19659,-72.842829,-36.334875
19658,-72.843709,-36.335755
19657,-72.843709,-36.336635
19656,-72.844589,-36.337515
19655,-72.844589,-36.338395
19654,-72.845469,-36.339275
19653,-72.845469,-36.340742
19652,-72.846349,-36.341622
19651,-72.846349,-36.342502
19650,-72.846936,-36.343382
19649,-72.847229,-36.345729
19648,-72.848109,-36.346609
19647,-72.847816,-36.347489
19646,-72.848696,-36.348369
19645,-72.848696,-36.349249
19644,-72.850456,-36.351009
19643,-72.850456,-36.351596
19642,-72.852216,-36.353356
19641,-72.852216,-36.354236
19640,-72.85339,-36.35541
19639,-72.85427,-36.35541
19638,-72.85515,-36.35629
19637,-72.856617,-36.35629
19636,-72.857497,-36.35717
19635,-72.858377,-36.35717
19634,-72.86219,-36.36069
19633,-72.86219,-36.36157
19632,-72.86307,-36.36245
19631,-72.862777,-36.36333
19630,-72.863657,-36.36421
19629,-72.863657,-36.36597
19628,-72.865417,-36.367437
19627,-72.865417,-36.369197
19626,-72.866297,-36.370077
19625,-72.866297,-36.370957
19624,-72.867177,-36.371544
19623,-72.867177,-36.374184
19622,-72.868937,-36.375944
19621,-72.868644,-36.377411
19620,-72.869524,-36.378291
19619,-72.869524,-36.380051
19618,-72.870404,-36.380932
19617,-72.870404,-36.381812
19616,-72.871284,-36.382398
19615,-72.871284,-36.385038
19614,-72.872164,-36.385919
19613,-72.872164,-36.386505
19612,-72.873924,-36.388265
19611,-72.872164,-36.390026
19610,-72.872458,-36.390319
19609,-72.873338,-36.390319
19608,-72.873924,-36.390906
19607,-72.873924,-36.394132
19606,-72.874511,-36.395013
19605,-72.874511,-36.4
19604,-72.875391,-36.40088
19603,-72.875391,-36.406747
19602,-72.876271,-36.407627
19601,-72.876271,-36.411734
19600,-72.875391,-36.412614
19599,-72.875391,-36.415841
19598,-72.876271,-36.416721
19597,-72.876271,-36.425815
19596,-72.878325,-36.427868
19595,-72.879205,-36.427868
19594,-72.880378,-36.429335
19593,-72.880378,-36.429922
19592,-72.880965,-36.430508
19591,-72.883312,-36.430508
19590,-72.883605,-36.430802
19589,-72.883898,-36.431682
19588,-72.885365,-36.433442
19587,-72.885365,-36.434909
19586,-72.884485,-36.435789
19585,-72.884779,-36.437549
19584,-72.883605,-36.438429
19583,-72.883605,-36.439309
19582,-72.885072,-36.440482
19581,-72.885952,-36.440482
19580,-72.886539,-36.441363
19579,-72.887419,-36.440482
19578,-72.888299,-36.440482
19577,-72.889179,-36.439602
19576,-72.890059,-36.439602
19575,-72.890939,-36.440482
19574,-72.891819,-36.440482
19573,-72.892406,-36.441363
19572,-72.894166,-36.441363
19571,-72.895926,-36.442829
19570,-72.896806,-36.442243
19569,-72.897393,-36.441949
19568,-72.897979,-36.442536
19567,-72.897979,-36.443416
19566,-72.898273,-36.443709
19565,-72.899153,-36.443709
19564,-72.900326,-36.444883
19563,-72.90062,-36.445763
19562,-72.901206,-36.446643
19561,-72.901206,-36.448403
19560,-72.901793,-36.448696
19559,-72.902673,-36.448696
19558,-72.902967,-36.449283
19557,-72.902967,-36.45075
19556,-72.904727,-36.45251
19555,-72.904727,-36.45339
19554,-72.903847,-36.45427
19553,-72.903847,-36.457497
19552,-72.90414,-36.458084
19551,-72.90502,-36.45779
19550,-72.905607,-36.458377
19549,-72.905313,-36.460137
19548,-72.9059,-36.460431
19547,-72.90678,-36.460431
19546,-72.907073,-36.460724
19545,-72.907073,-36.462484
19544,-72.907954,-36.463364
19543,-72.907954,-36.465124
19542,-72.907073,-36.465711
19541,-72.910594,-36.469231
19540,-72.910594,-36.470111
19539,-72.911767,-36.471285
19538,-72.912647,-36.471285
19537,-72.912941,-36.471578
19536,-72.912941,-36.472458
19535,-72.91206,-36.473338
19534,-72.912941,-36.474218
19533,-72.912941,-36.475098
19532,-72.91206,-36.475978
19531,-72.912354,-36.476272
19530,-72.915874,-36.476272
19529,-72.917048,-36.477445
19528,-72.917048,-36.479205
19527,-72.916754,-36.479499
19526,-72.915874,-36.479499
19525,-72.914114,-36.481259
19524,-72.911767,-36.481259
19523,-72.91118,-36.481845
19522,-72.91118,-36.482432
19521,-72.910887,-36.483019
19520,-72.910007,-36.483019
19519,-72.908834,-36.484192
19518,-72.908834,-36.485072
19517,-72.909714,-36.485952
19516,-72.909714,-36.486539
19515,-72.908834,-36.487419
19514,-72.908834,-36.488299
19513,-72.909714,-36.489179
19512,-72.909714,-36.490939
19511,-72.91118,-36.492406
19510,-72.910887,-36.492993
19509,-72.910007,-36.492993
19508,-72.907954,-36.495046
19507,-72.908834,-36.495926
19506,-72.908834,-36.496807
19505,-72.9103,-36.498273
19504,-72.9103,-36.499153
19503,-72.91118,-36.500033
19502,-72.91118,-36.500913
19501,-72.91206,-36.501794
19500,-72.91206,-36.50238
19499,-72.914114,-36.504727
19498,-72.914994,-36.504727
19497,-72.915874,-36.505314
19496,-72.917634,-36.505314
19495,-72.918221,-36.506194
19494,-72.919981,-36.506194
19493,-72.921741,-36.507954
19492,-72.922328,-36.507954
19491,-72.922915,-36.508247
19490,-72.922915,-36.509127
19489,-72.923501,-36.509714
19488,-72.924088,-36.509714
19487,-72.924675,-36.510007
19486,-72.924675,-36.510888
19485,-72.927022,-36.513234
19484,-72.927022,-36.515875
19483,-72.928782,-36.517635
19482,-72.928782,-36.519982
19481,-72.929075,-36.520568
19480,-72.931715,-36.517928
19479,-72.932595,-36.518808
19478,-72.933475,-36.518808
19477,-72.933769,-36.519101
19476,-72.933769,-36.521742
19475,-72.933475,-36.522035
19474,-72.932595,-36.522035
19473,-72.932009,-36.522328
19472,-72.933475,-36.523795
19471,-72.934355,-36.522915
19470,-72.935529,-36.524088
19469,-72.934649,-36.524969
19468,-72.934649,-36.526729
19467,-72.936702,-36.528782
19466,-72.937582,-36.528782
19465,-72.938756,-36.529956
19464,-72.938756,-36.531716
19463,-72.936996,-36.533476
19462,-72.936996,-36.534943
19461,-72.935529,-36.536703
19460,-72.935529,-36.539343
19459,-72.934649,-36.53993
19458,-72.934649,-36.54169
19457,-72.936702,-36.543743
19456,-72.938462,-36.543743
19455,-72.939049,-36.544623
19454,-72.948436,-36.544623
19453,-72.949316,-36.543743
19452,-72.950197,-36.543743
19451,-72.95137,-36.544917
19450,-72.95137,-36.545797
19449,-72.951957,-36.546677
19448,-72.951957,-36.547557
19447,-72.952837,-36.548437
19446,-72.952837,-36.549024
19445,-72.953717,-36.549904
19444,-72.953717,-36.550784
19443,-72.954597,-36.551664
19442,-72.954597,-36.554304
19441,-72.95489,-36.554597
19440,-72.95577,-36.554597
19439,-72.956357,-36.554304
19438,-72.956357,-36.553424
19437,-72.957237,-36.552544
19436,-72.956944,-36.550784
19435,-72.955477,-36.549024
19434,-72.955477,-36.547557
19433,-72.956357,-36.546677
19432,-72.956357,-36.54257
19431,-72.955477,-36.54169
19430,-72.956944,-36.53993
19429,-72.957237,-36.538463
19428,-72.958704,-36.536703
19427,-72.958704,-36.534943
19426,-72.957824,-36.534063
19425,-72.957824,-36.532596
19424,-72.957237,-36.531716
19423,-72.958704,-36.529956
19422,-72.958704,-36.526729
19421,-72.95841,-36.526142
19420,-72.95665,-36.526142
19419,-72.95577,-36.527022
19418,-72.954304,-36.527022
19417,-72.953717,-36.526729
19416,-72.953717,-36.522622
19415,-72.954304,-36.522035
19414,-72.95489,-36.522035
19413,-72.956357,-36.523502
19412,-72.956357,-36.524088
19411,-72.95665,-36.524675
19410,-72.95841,-36.524675
19409,-72.961637,-36.521155
19408,-72.964278,-36.521155
19407,-72.965158,-36.520275
19406,-72.966038,-36.520568
19405,-72.966624,-36.519688
19404,-72.967798,-36.520862
19403,-72.967798,-36.521742
19402,-72.968385,-36.522035
19401,-72.969265,-36.522035
19400,-72.970145,-36.522915
19399,-72.971611,-36.522915
19398,-72.972198,-36.523208
19397,-72.972198,-36.524088
19396,-72.972491,-36.524675
19395,-72.974252,-36.524675
19394,-72.975132,-36.523795
19393,-72.976012,-36.523795
19392,-72.976305,-36.524088
19391,-72.976305,-36.524969
19390,-72.976598,-36.525555
19389,-72.977479,-36.525555
19388,-72.978652,-36.526729
19387,-72.978652,-36.527609
19386,-72.978359,-36.527902
19385,-72.977479,-36.527902
19384,-72.977185,-36.528489
19383,-72.977185,-36.529075
19382,-72.978359,-36.530542
19381,-72.979239,-36.530542
19380,-72.979532,-36.530836
19379,-72.979532,-36.531716
19378,-72.980412,-36.532596
19377,-72.980412,-36.533476
19376,-72.978652,-36.534943
19375,-72.978652,-36.538463
19374,-72.979532,-36.539343
19373,-72.979532,-36.54169
19372,-72.978945,-36.54257
19371,-72.978652,-36.544037
19370,-72.979532,-36.544917
19369,-72.979532,-36.545797
19368,-72.978652,-36.546677
19367,-72.978945,-36.547557
19366,-72.978065,-36.548437
19365,-72.978652,-36.549317
19364,-72.978945,-36.555771
19363,-72.979532,-36.556651
19362,-72.979532,-36.557531
19361,-72.980119,-36.557824
19360,-72.980999,-36.557824
19359,-72.981292,-36.558411
19358,-72.981292,-36.559291
19357,-72.982466,-36.560464
19356,-72.984226,-36.560464
19355,-72.984519,-36.560758
19354,-72.984519,-36.562518
19353,-72.985692,-36.563691
19352,-72.986573,-36.563691
19351,-72.988039,-36.564865
19350,-72.988039,-36.565745
19349,-72.990386,-36.568385
19348,-72.990386,-36.570145
19347,-72.990973,-36.570438
19346,-72.99156,-36.570438
19345,-72.9942,-36.573079
19344,-72.997427,-36.573079
19343,-72.998013,-36.573372
19342,-72.998013,-36.574252
19341,-72.998307,-36.574545
19340,-72.999187,-36.574545
19339,-73.000067,-36.575425
19338,NA,NA
19337,-73.000067,-36.579532
19336,-72.999187,-36.579532
19335,-72.998307,-36.580413
19334,-72.99684,-36.580413
19333,-72.99596,-36.579532
19332,-72.99508,-36.579532
19331,-72.9942,-36.578652
19330,-72.992146,-36.580999
19329,-72.992146,-36.581586
19328,-72.990973,-36.582759
19327,-72.987453,-36.583053
19326,-72.986573,-36.583933
19325,-72.985692,-36.583639
19324,-72.985106,-36.584519
19323,-72.984226,-36.584519
19322,-72.983052,-36.585986
19321,-72.983052,-36.587453
19320,-72.980412,-36.590093
19319,-72.980412,-36.59244
19318,-72.979532,-36.59332
19317,-72.979532,-36.598307
19316,-72.980412,-36.599187
19315,-72.980412,-36.601534
19314,-72.981292,-36.602414
19313,-72.981292,-36.605054
19312,-72.982172,-36.605934
19311,-72.982172,-36.606521
19310,-72.980412,-36.608281
19309,-72.980412,-36.610041
19308,-72.979239,-36.611215
19307,-72.978359,-36.611215
19306,-72.977479,-36.610335
19305,-72.976598,-36.610335
19304,-72.975718,-36.609748
19303,-72.974252,-36.611215
19302,-72.973372,-36.611215
19301,-72.972491,-36.610335
19300,-72.969265,-36.610335
19299,-72.967211,-36.612681
19298,-72.967211,-36.613268
19297,-72.966331,-36.614148
19296,-72.966331,-36.618255
19295,-72.965744,-36.618842
19294,-72.965158,-36.618842
19293,-72.964278,-36.617962
19292,-72.962517,-36.617962
19291,-72.962224,-36.618255
19290,-72.962224,-36.619135
19289,-72.961344,-36.620015
19288,-72.961344,-36.621775
19287,-72.960464,-36.622362
19286,-72.960464,-36.623242
19285,-72.959584,-36.624122
19284,-72.959584,-36.63175
19283,-72.960464,-36.63263
19282,-72.960464,-36.633216
19281,-72.961344,-36.634096
19280,-72.961344,-36.634976
19279,-72.962224,-36.635856
19278,-72.962224,-36.636737
19277,-72.962811,-36.637617
19276,-72.962811,-36.638203
19275,-72.963691,-36.639083
19274,-72.963691,-36.641724
19273,-72.964571,-36.642604
19272,-72.964571,-36.643484
19271,-72.965451,-36.64407
19270,-72.965451,-36.64495
19269,-72.968385,-36.647884
19268,-72.969265,-36.647884
19267,-72.970145,-36.648764
19266,-72.970731,-36.648764
19265,-72.972198,-36.649937
19264,-72.972198,-36.651698
19263,-72.973078,-36.652578
19262,-72.972785,-36.653458
19261,-72.975132,-36.655511
19260,-72.975718,-36.655511
19259,-72.977185,-36.656685
19258,-72.977185,-36.657565
19257,-72.978359,-36.658738
19256,-72.979239,-36.658738
19255,-72.980412,-36.659912
19254,-72.980412,-36.663432
19253,-72.981292,-36.664312
19252,-72.981292,-36.664899
19251,-72.986279,-36.669886
19250,-72.986279,-36.671646
19249,-72.981292,-36.676633
19248,-72.981292,-36.677513
19247,-72.980412,-36.678393
19246,-72.980412,-36.679273
19245,-72.979532,-36.67986
19244,-72.979532,-36.6825
19243,-72.978652,-36.68338
19242,-72.978652,-36.68514
19241,-72.978065,-36.68602
19240,-72.978065,-36.686607
19239,-72.977479,-36.687194
19238,-72.976598,-36.687194
19237,-72.976305,-36.687487
19236,-72.977185,-36.688367
19235,-72.977185,-36.691594
19234,-72.976305,-36.692474
19233,-72.977185,-36.693354
19232,-72.977185,-36.696581
19231,-72.978065,-36.697461
19230,-72.977772,-36.698341
19229,-72.979239,-36.699514
19228,-72.980119,-36.699514
19227,-72.980412,-36.700101
19226,-72.980412,-36.702448
19225,-72.979532,-36.703328
19224,-72.980412,-36.704208
19223,-72.980412,-36.707435
19222,-72.981292,-36.708315
19221,-72.981292,-36.709195
19220,-72.981585,-36.709488
19219,-72.982466,-36.709488
19218,-72.983346,-36.710369
19217,-72.984226,-36.710369
19216,-72.985106,-36.711249
19215,-72.988333,-36.711249
19214,-72.988919,-36.711542
19213,-72.988919,-36.713302
19212,-72.988333,-36.713889
19211,-72.986573,-36.713889
19210,-72.985399,-36.715062
19209,-72.986279,-36.715942
19208,-72.986279,-36.716822
19207,-72.989213,-36.719756
19206,-72.990093,-36.719462
19205,-72.990973,-36.720343
19204,-72.99156,-36.720343
19203,-72.99244,-36.721223
19202,-72.99332,-36.721223
19201,-72.994493,-36.722396
19200,-72.994493,-36.724156
19199,-72.993906,-36.725036
19198,-72.993906,-36.728263
19197,-72.994493,-36.729143
19196,-72.994493,-36.730023
19195,-72.99508,-36.730317
19194,-72.99596,-36.730317
19193,-72.997427,-36.732077
19192,-72.998307,-36.732077
19191,-72.999187,-36.732957
19190,-73.000067,-36.732957
19189,NA,NA
19188,-73.155545,-36.815976
19187,-73.154958,-36.816269
19186,-73.152611,-36.816269
19185,-73.150851,-36.81803
19184,-73.149091,-36.81803
19183,-73.147917,-36.816563
19182,-73.149091,-36.815389
19181,-73.149971,-36.815389
19180,-73.150851,-36.814509
19179,-73.154958,-36.814509
19178,-73.155545,-36.815096
19177,-73.155545,-36.815976
19176,NA,NA
19175,-73.152904,-36.807469
19174,-73.152611,-36.808056
19173,-73.149971,-36.808056
19172,-73.149091,-36.807175
19171,-73.148211,-36.807175
19170,-73.147624,-36.806295
19169,-73.146744,-36.806295
19168,-73.144691,-36.804242
19167,-73.144691,-36.803362
19166,-73.144984,-36.803068
19165,-73.146744,-36.803068
19164,-73.147624,-36.803655
19163,-73.148504,-36.803655
19162,-73.149971,-36.805415
19161,-73.150851,-36.805415
19160,-73.151731,-36.806295
19159,-73.152611,-36.806295
19158,-73.152904,-36.806589
19157,-73.152904,-36.807469
19156,NA,NA
19155,-73.09042,-36.627643
19154,-73.089247,-36.628816
19153,-73.088366,-36.628816
19152,-73.088073,-36.628229
19151,-73.08866,-36.627643
19150,-73.08866,-36.626763
19149,-73.089247,-36.626176
19148,-73.089833,-36.626176
19147,-73.09042,-36.626763
19146,-73.09042,-36.627643
19145,NA,NA
19144,-73.129729,-36.608281
19143,-73.129143,-36.608868
19142,-73.128263,-36.608868
19141,-73.127089,-36.607401
19140,-73.127089,-36.606521
19139,-73.127383,-36.606228
19138,-73.129143,-36.606228
19137,-73.129729,-36.606814
19136,-73.129729,-36.608281
19135,NA,NA
19134,-73.55216,-36.959133
19133,-73.551573,-36.95972
19132,-73.550693,-36.95972
19131,-73.54952,-36.958253
19130,-73.54952,-36.956786
19129,-73.550106,-36.956199
19128,-73.551573,-36.956199
19127,-73.55216,-36.956786
19126,-73.55216,-36.959133
19125,NA,NA
19124,-73.086313,-36.628229
19123,-73.08514,-36.629696
19122,-73.08426,-36.629696
19121,-73.083086,-36.628523
19120,-73.083379,-36.627936
19119,-73.08602,-36.627936
19118,-73.086313,-36.628229
19117,NA,NA
19116,-73.073699,-36.64495
19115,-73.072525,-36.646124
19114,-73.070765,-36.646417
19113,-73.069885,-36.645537
19112,-73.069298,-36.645537
19111,-73.068418,-36.644657
19110,-73.067538,-36.644657
19109,-73.064018,-36.64143
19108,-73.060791,-36.641137
19107,-73.059911,-36.642017
19106,-73.055804,-36.642017
19105,-73.055511,-36.641724
19104,-73.055511,-36.640844
19103,-73.058738,-36.637617
19102,-73.058738,-36.636737
19101,-73.059618,-36.635856
19100,-73.059618,-36.63263
19099,-73.058738,-36.63175
19098,-73.058738,-36.630869
19097,-73.058444,-36.630576
19096,-73.055217,-36.630576
19095,-73.053751,-36.629109
19094,-73.053751,-36.627643
19093,-73.051991,-36.625882
19092,-73.051991,-36.621775
19091,-73.051404,-36.620895
19090,-73.051404,-36.610921
19089,-73.049644,-36.609161
19088,-73.049644,-36.608281
19087,-73.048764,-36.607401
19086,-73.048764,-36.602414
19085,-73.049057,-36.602121
19084,-73.050817,-36.602121
19083,-73.051404,-36.602414
19082,-73.051404,-36.603294
19081,-73.052871,-36.605054
19080,-73.052871,-36.606521
19079,-73.053457,-36.607108
19078,-73.054924,-36.607108
19077,-73.055511,-36.607401
19076,-73.055511,-36.608281
19075,-73.056684,-36.609455
19074,-73.058444,-36.609748
19073,-73.060204,-36.607988
19072,-73.060791,-36.607988
19071,-73.061965,-36.609161
19070,-73.062258,-36.610041
19069,-73.062845,-36.610921
19068,-73.062845,-36.611801
19067,-73.063725,-36.612388
19066,-73.063725,-36.613268
19065,-73.064311,-36.613855
19064,-73.064898,-36.613855
19063,-73.067245,-36.615908
19062,-73.067245,-36.616788
19061,-73.067832,-36.617375
19060,-73.067832,-36.618255
19059,-73.069592,-36.620015
19058,-73.069592,-36.622362
19057,-73.070472,-36.623242
19056,-73.070472,-36.625002
19055,-73.069592,-36.625882
19054,-73.069592,-36.626763
19053,-73.070472,-36.627643
19052,-73.070472,-36.629109
19051,-73.068712,-36.630869
19050,-73.068712,-36.63263
19049,-73.067832,-36.633216
19048,-73.067832,-36.634096
19047,-73.067245,-36.634976
